,video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,participant_num,video_hp,video_scr,base_ECG,base_scr,trial_num,Unnamed: 26
16,heights_low_6.m4v,1.0,1.0,1.0,918.8510000000001,921.8510000000001,0.287,1.485,0.321,2.853,934.918,952.9060000000001,0.087,0.068,0.518,0.889,1.518,1.5019999999999998,1.4180000000000001,1.335,107.0,0.965,0.11800000000000001,0.828,0.003,17.0,
17,spider_high_1.mov,3.0,2.0,2.0,968.172,971.172,0.267,2.57,0.218,2.403,980.8689999999999,1000.842,0.355,0.369,0.747,0.258,1.518,1.085,2.219,2.52,107.0,0.9640000000000001,0.0,0.828,0.003,18.0,
18,spider_high_4.m4v,3.0,2.0,1.0,1017.677,1020.677,0.311,5.622999999999999,0.26899999999999996,1.685,1031.7089999999998,1052.1660000000002,0.736,0.721,0.951,0.051,2.286,1.402,1.869,1.5519999999999998,107.0,0.978,0.154,0.828,0.003,19.0,
19,spider_low_1.m4v,3.0,1.0,1.0,1068.767,1071.767,0.306,7.525,0.31,1.585,1084.601,1104.808,0.040999999999999995,0.086,0.5,0.5,1.936,1.251,1.034,1.018,107.0,0.9390000000000001,0.0,0.828,0.003,20.0,
20,heights_low_1.m4v,1.0,1.0,2.0,1119.539,1122.54,0.05,2.319,0.044000000000000004,2.102,1135.69,1156.665,0.045,0.039,0.596,0.935,1.669,1.5519999999999998,2.119,1.435,107.0,0.92,0.05,0.828,0.003,21.0,
21,social_low_2.mov,2.0,1.0,2.0,1172.932,1175.932,0.039,3.721,0.059000000000000004,1.4180000000000001,1184.795,1206.103,0.043,0.040999999999999995,0.272,0.526,2.386,1.2009999999999998,1.669,2.987,107.0,0.951,0.0,0.828,0.003,22.0,
22,social_high_2.mov,2.0,2.0,1.0,1223.838,1226.838,0.046,2.136,0.063,1.685,1235.384,1256.3239999999998,0.331,0.032,0.98,0.024,6.691,1.3019999999999998,2.036,2.1519999999999997,107.0,0.9890000000000001,0.05,0.828,0.003,23.0,
23,social_high_1.mov,2.0,2.0,1.0,1277.998,1280.998,0.051,1.2009999999999998,0.038,1.085,1289.01,1309.049,0.055999999999999994,0.040999999999999995,0.804,0.9259999999999999,1.735,1.168,1.919,1.4180000000000001,107.0,0.9159999999999999,0.0,0.828,0.003,24.0,
24,social_low_4.m4v,2.0,1.0,2.0,1409.394,1412.394,0.068,1.318,0.059000000000000004,1.4680000000000002,1419.905,1440.612,0.051,0.052000000000000005,0.53,0.772,2.169,1.285,1.819,1.4680000000000002,107.0,0.865,0.0,0.828,0.003,25.0,
25,heights_low_4.m4v,1.0,1.0,2.0,1456.846,1459.846,0.289,1.8019999999999998,0.038,2.052,1472.43,1493.421,0.048,0.03,0.797,0.978,1.985,1.268,1.351,3.971,107.0,0.857,0.05,0.828,0.003,26.0,
26,heights_low_5.m4v,1.0,1.0,1.0,1511.49,1514.49,0.059000000000000004,1.368,0.055999999999999994,1.819,1526.406,1546.3629999999998,0.05,0.04,0.255,0.8270000000000001,4.572,1.4180000000000001,2.186,3.471,107.0,0.848,0.0,0.828,0.003,27.0,
27,heights_high_6.mov,1.0,2.0,1.0,1567.5020000000002,1570.5020000000002,0.055,2.419,0.06,1.051,1582.7020000000002,1603.175,0.631,0.369,0.8140000000000001,0.359,1.585,0.768,1.702,2.053,107.0,0.8959999999999999,0.154,0.828,0.003,28.0,
28,spider_low_2.mov,3.0,1.0,2.0,1618.775,1621.775,0.044000000000000004,1.435,0.06,1.635,1628.569,1649.0929999999998,0.121,0.105,0.7070000000000001,0.6509999999999999,2.002,1.018,1.001,2.2030000000000003,107.0,0.887,0.051,0.828,0.003,29.0,
29,spider_high_3.mov,3.0,2.0,1.0,1664.81,1667.81,0.141,1.902,0.102,1.301,1675.7379999999998,1695.844,0.40700000000000003,0.375,0.907,0.146,2.47,1.101,1.285,4.105,107.0,0.935,0.105,0.828,0.003,30.0,
30,spider_high_2.m4v,3.0,2.0,1.0,1714.2979999999998,1717.2979999999998,0.183,3.5039999999999996,0.18,1.3519999999999999,1725.8770000000002,1745.9,0.26,0.321,0.9229999999999999,0.052000000000000005,1.635,0.868,1.101,1.285,107.0,0.9620000000000001,0.105,0.828,0.003,31.0,
31,heights_high_2.mov,1.0,2.0,2.0,1760.2820000000002,1763.2820000000002,0.10300000000000001,1.785,0.092,1.485,1775.2820000000002,1796.139,0.769,0.48100000000000004,0.963,0.251,1.7519999999999998,2.153,1.185,1.986,107.0,1.015,0.10099999999999999,0.828,0.003,32.0,
32,spider_low_5.mov,3.0,1.0,2.0,1812.707,1815.707,0.23600000000000002,2.269,0.027000000000000003,2.2359999999999998,1825.9379999999999,1846.244,0.079,0.063,0.059000000000000004,0.462,2.136,0.884,2.303,2.219,107.0,0.99,0.0,0.828,0.003,33.0,
33,social_low_5.m4v,2.0,1.0,2.0,1863.279,1866.279,0.053,2.2030000000000003,0.052000000000000005,2.019,1876.227,1896.184,0.048,0.044000000000000004,0.6940000000000001,0.8420000000000001,1.285,0.9179999999999999,0.985,1.1179999999999999,107.0,0.975,0.0,0.828,0.003,34.0,
34,social_high_4_replacement.mov,2.0,2.0,1.0,1909.981,1912.981,0.077,1.168,0.051,1.5019999999999998,1919.375,1939.648,0.501,0.212,0.741,0.272,0.6509999999999999,2.47,1.936,2.002,107.0,0.96,0.0,0.828,0.003,35.0,
35,social_high_5.m4v,2.0,2.0,1.0,1956.1989999999998,1959.1989999999998,0.034,1.585,0.04,1.185,1965.693,1985.6660000000002,0.5,0.665,0.7509999999999999,0.516,2.736,1.785,3.2539999999999996,1.4180000000000001,107.0,0.9570000000000001,0.0,0.828,0.003,36.0,
36,heights_low_2.m4v,1.0,1.0,2.0,10.061,13.085,0.5429999999999999,4.105,0.5,1.035,26.963,46.953,0.062,0.054000000000000006,0.036000000000000004,0.4,1.735,1.085,1.5519999999999998,3.638,108.0,,0.0,0.728,0.079,1.0,
