,0,1
107,0.6353421,0.7794102
108,0.77029955,0.808024
109,0.911085,0.5955405
110,0.4354968,0.9399705
112,0.68631864,0.9776295
113,-0.00012082604,0.00011110765
114,0.6867506,0.8758614
115,0.55877435,0.92124766
116,0.18196239,0.17628138
118,0.052001603,0.74782604
119,0.70928866,0.834275
120,0.74514705,0.4016693
121,0.18203874,0.1649758
122,0.9916888,0.7057712
123,0.36243716,0.8678769
124,0.70500016,0.88450444
126,0.7757581,0.619315
128,0.6768699,0.4355654
129,-0.05318088,0.8245829
130,0.33952823,0.90276444
131,0.43304303,0.77214825
133,0.65441567,0.8616805
134,0.7243236,0.70061064
135,0.82144666,0.751927
136,0.6976421,0.6932227
137,0.6104833,0.9557053
139,0.69238377,0.99349564
140,0.07237333,0.22548401
141,0.9744098,0.50261414
142,0.835952,0.8895259
143,0.86645234,0.5751333
144,0.7697393,0.7910334
145,0.38071832,0.8262464
146,0.69783074,0.8892456
147,0.6891907,0.9077874
148,0.17373727,0.97197056
150,0.07637007,0.9321313
153,0.20087415,0.7349898
155,0.75973153,0.91715175
156,0.7045713,0.9642134
157,0.9068177,0.68268937
158,0.55543566,0.9227029
159,0.02978386,0.04267176
160,-0.27352953,0.6147191
161,0.315926,0.91114014
163,0.39492562,0.8548356
164,0.7372952,0.7045235
165,0.5440356,0.81854737
166,0.28761363,0.85290855
168,0.63239706,0.94437253
169,0.86962223,0.60899854
170,0.7956672,0.74300265
171,1.0011499,0.69682795
172,0.3139379,0.7502412
173,0.90495765,0.6420699
174,0.376982,0.24354021
177,0.5952636,0.9109704
179,0.8555611,0.6081801
180,0.6958809,0.8763577
181,0.3394961,0.8145648
182,0.8081646,0.42306387
183,0.5008359,0.95528054
184,0.75595903,0.8624016
185,0.993113,0.52893853
186,0.6364289,0.9327572
189,0.6822434,0.9894271
190,0.96618587,0.7296453
191,0.80159193,0.6971079
192,0.7381796,0.6825954
193,-0.19321696,0.7202503
194,0.8198889,0.72781986
196,0.48364386,0.7540411
197,0.8345148,0.4396789
198,0.4345752,0.9020032
199,0.6849826,0.95193183
200,0.67737937,0.6263266
201,0.3985331,0.88757783
202,0.8875327,0.77984303
205,0.6297032,0.9466014
207,0.7792352,0.7703715
208,0.119522065,0.8676818
210,0.6407531,0.95284235
211,0.96603715,0.60580045
213,0.08557228,0.37405348
215,0.8764857,0.6897654
216,0.6923328,0.84572065
218,0.85187644,0.82695216
219,0.7741407,0.8452042
220,0.8014718,0.93289584
221,0.5873681,0.7089354
222,0.53024846,0.9869721
223,0.6053845,0.81179595
224,0.04572231,0.5174461
225,0.265522,0.88019145
226,0.00812123,0.015489435
229,0.96197754,0.5972476
230,0.2160747,0.7947806
232,0.8358214,0.7245567
