video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,anticipation_hp,anticipation_scr_events,video_hp,video_scr,hp_video_ratings,participant_num,hp_base_anticipation,base_ECG,base_scr,trial_num
spider_low_5.mov,3,1,2,1896.429,1899.429,0.207,3.488,0.262,7.041,1913.698,1934.038,1,0.825,0.308,0,1.419,1.669,2.419,1.051,0.626,0,0.565,0,0.569,177,0.52,0.654,0.007,34
heights_low_6.m4v,1,1,2,1950.088,1953.089,0.249,2.403,0.328,2.019,1966.256,1984.263,0.104,0.125,0.112,0.753,2.937,0.968,1.602,1.018,0.546,0,0.578,0.059,0.619,177,0.549,0.654,0.007,35
heights_low_4.m4v,1,1,1,2000.277,2003.277,0.178,1.469,0.179,1.352,2014.843,2035.852,0.203,0.293,0.093,0.652,1.619,1.519,1.502,1.168,0.615,0,0.57,0.1,0.576,177,0.632,0.654,0.007,36
social_low_3.m4v,2,1,2,10.061,13.088,0.296,3.705,0.215,1.819,22.375,42.534,0.047,0.069,0.249,0.741,2.904,1.102,34.772,1.835,0.584,0,0.571,0.104,NaN,179,0.58,0.548,0.114,1
social_high_4_replacement.mov,2,2,1,92.669,95.67,0.107,2.82,0.146,1.168,105.4,125.707,0.375,0.358,0.446,0.281,2.153,1.318,3.204,2.453,0.592,0,0.593,0.052,0.566,179,0.573,0.548,0.114,2
spider_low_1.m4v,3,1,2,144.343,147.344,0.674,3.788,0.527,3.087,157.975,178.217,0.085,0.096,0.097,0.672,4.555,1.118,1.385,2.837,0.536,0,NaN,0.104,0.604,179,0.559,0.548,0.114,3
spider_high_3.mov,3,2,1,197.602,200.602,0.028,3.671,0.03,1.252,211.267,231.407,0.957,0.963,0.935,0.049,1.402,0.834,2.453,2.369,0.586,0,NaN,0.052,0.607,179,NaN,0.548,0.114,4
spider_high_1.mov,3,2,1,247.974,250.976,0.665,4.172,0.546,1.735,261.64,281.647,0.995,1,1,0,1.519,0.667,1.152,0.634,0.574,0,NaN,0.105,0.607,179,0.575,0.548,0.114,5
heights_high_5.mov,1,2,2,295.176,298.177,0.096,4.172,0.087,0.935,312.028,332.053,0.878,0.888,0.821,0.253,1.602,0.818,0.968,1.185,0.577,0,0.61,0.158,0.557,179,0.571,0.548,0.114,6
heights_high_3.m4v,1,2,1,346.116,349.116,0.633,2.903,0.628,0.801,361.566,382.176,0.899,0.932,0.848,0.036,1.402,1.152,0.668,1.001,NaN,0,0.595,0.153,0.59,179,0.576,0.548,0.114,7
spider_low_4.m4v,3,1,2,395.904,398.905,0.758,1.969,0.753,2.436,407.05,427.559,0.079,0.068,0.059,0.5,13.032,1.035,1.802,1.736,0.573,0,0.6,0,0.594,179,NaN,0.548,0.114,8
social_high_3.mov,2,2,2,454.669,457.67,0.142,2.053,0.131,0.968,464.43,484.803,0.401,0.382,0.374,0.658,2.103,1.001,1.485,2.319,0.588,0,0.591,0,0.577,179,0.606,0.548,0.114,9
social_low_2.mov,2,1,1,501.204,504.204,0.356,3.304,0.346,1.151,513.401,534.761,0.243,0.239,0.505,0.738,2.136,0.784,4.305,1.268,0.576,0,0.58,0,0.593,179,0.573,0.548,0.114,10
heights_low_2.m4v,1,1,2,552.744,555.745,0.31,3.12,0.287,0.968,568.578,588.604,0.01,0,0.032,1,1.202,1.051,3.421,1.318,0.592,0,0.595,0.105,0.559,179,0.559,0.548,0.114,11
heights_low_6.m4v,1,1,1,605.085,608.085,0.166,4.806,0.172,1.151,622.788,640.794,0.163,0.161,0.699,0.782,2.169,1.352,2.069,1.552,0.559,0,0.561,0.059,0.553,179,0.571,0.548,0.114,12
heights_low_1.m4v,1,1,2,730.374,733.375,0.145,3.137,0.137,1.485,746.742,767.752,0.009,0.005,0.016,0.918,1.735,1.085,1.936,1.435,0.578,0,0.577,0,0.551,179,NaN,0.548,0.114,13
spider_high_6.mov,3,2,2,783.432,786.433,0.237,3.254,0.165,0.734,796.163,815.786,0.844,0.888,0.845,0.068,2.103,0.785,3.387,1.185,0.541,0,NaN,0.054,0.568,179,0.561,0.548,0.114,14
spider_high_2.m4v,3,2,1,832.737,835.737,0.811,1.736,0.825,1.318,842.531,862.59,1,0.999,0.794,0,1.686,0.718,0.851,0.417,0.539,0,NaN,0.105,0.55,179,0.565,0.548,0.114,15
spider_low_5.mov,3,1,1,875.751,878.752,0.882,2.353,0.925,1.769,886.613,906.953,0.944,0.946,0.886,0.073,2.136,1.018,1.635,1.101,NaN,0,NaN,0.103,NaN,179,0.562,0.548,0.114,16
social_low_6.m4v,2,1,2,922.353,925.354,0.088,2.87,0.058,0.935,932.898,952.306,0,0,0.704,0.792,1.202,0.567,1.051,1.485,0.578,0,0.579,0,0.544,179,0.611,0.548,0.114,17
heights_low_5.m4v,1,1,2,966.101,969.101,0.157,2.803,0.104,0.868,981.518,1001.51,0.06,0.053,0.348,0.889,2.103,1.736,1.569,0.734,0.567,0,0.553,0.053,0.562,179,0.569,0.548,0.114,18
heights_high_6.mov,1,2,1,1017.141,1020.141,0.098,2.269,0.105,1.052,1032.208,1052.713,0.546,0.652,0.687,0.146,2.103,1.268,0.818,1.485,NaN,0,0.573,0,0.557,179,0.545,0.548,0.114,19
heights_high_4.m4v,1,2,1,1067.88,1070.881,0.168,3.637,0.167,1.168,1084.432,1104.725,0.343,0.35,0.481,0.329,1.852,1.035,1.185,0.668,0.512,0,0.583,0.052,0.556,179,0.566,0.548,0.114,20
spider_low_2.mov,3,1,2,1118.953,1121.954,0.316,4.522,0.413,1.068,1132.285,1152.824,0.371,0.355,0.486,0.228,1.085,0.801,0.651,0.751,0.547,0,0.575,0.051,0.551,179,0.569,0.548,0.114,21
social_high_2.mov,2,2,2,1165.605,1168.605,0.061,5.423,0.053,1.218,1180.989,1201.946,0.314,0.479,0.587,0.077,2.136,3.488,1.752,1.001,0.589,0,0.594,0,0.581,179,0.574,0.548,0.114,22
social_low_1.m4v,2,1,1,1219.815,1222.815,0.066,1.635,0.083,1.485,1230.677,1251.504,0.077,0.044,0.078,0.493,8.827,0.885,0.868,1.535,0.613,0,0.577,0.05,0.58,179,0.545,0.548,0.114,23
social_high_1.mov,2,2,1,1273.107,1276.107,0.277,2.553,0.254,0.734,1283.135,1303.19,0.104,0.185,0.67,0.519,1.786,1.652,2.353,1.485,NaN,0,0.62,0.052,0.595,179,0.549,0.548,0.114,24
social_high_5.m4v,2,2,2,1396.043,1399.043,0.034,1.685,0.039,1.335,1405.804,1425.795,0.473,0.52,0.792,0.719,2.419,1.819,0.834,0.918,0.604,0,0.608,0,0.598,179,0.554,0.548,0.114,25
social_high_6.mov,2,2,1,1441.276,1444.277,0.209,2.903,0.188,1.068,1453.99,1474.53,0.411,0.253,0.158,0.241,2.003,1.218,1.352,1.318,0.588,0,0.595,0,0.585,179,0.547,0.548,0.114,26
heights_low_4.m4v,1,1,2,1489.913,1492.914,0.152,1.402,0.151,0.968,1504.029,1525.055,0.251,0.186,0.629,0.71,1.535,0.734,1.018,1.152,0.579,0,0.59,0.05,0.57,179,0.596,0.548,0.114,27
heights_high_2.mov,1,2,1,1538.984,1541.985,0.175,2.97,0.148,0.801,1554.501,1575.375,0.138,0.438,0.291,0.174,2.32,2.953,1.352,1.252,0.583,0,0.578,0.05,NaN,179,0.591,0.548,0.114,28
heights_high_1.m4v,1,2,1,1592.744,1595.744,0.222,2.002,0.143,0.801,1607.293,1627.703,0.509,0.351,0.531,0.316,1.769,0.968,1.535,0.634,0.58,0,0.589,0.052,0.608,179,0.592,0.548,0.114,29
spider_high_4.m4v,3,2,2,1642.098,1645.099,0.755,1.936,0.817,1.385,1654.162,1674.637,0.907,0.928,0.939,0.134,1.519,0.951,0.851,0.451,0.608,0,0.602,0,0.602,179,0.586,0.548,0.114,30
spider_high_5.m4v,3,2,1,1687.899,1690.899,0.846,1.752,0.844,0.951,1698.344,1718.836,0.976,0.978,0.975,0.026,2.269,1.152,1.435,3.187,0.583,0,0.573,0.154,NaN,179,0.593,0.548,0.114,31
spider_low_3.m4v,3,1,1,1736.369,1739.369,0.869,2.837,0.894,0.751,1746.697,1767.372,0.659,0.652,0.612,0.427,1.068,0.901,1.285,1.552,0.577,0,0.621,0,0.577,179,0.615,0.548,0.114,32
heights_low_3.mov,1,1,2,1781.669,1784.67,0.18,2.62,0.149,0.818,1796.853,1815.357,0.063,0.033,0.508,0.684,2.353,0.985,0.851,0.584,0.569,0,0.605,0,0.587,179,0.554,0.548,0.114,33
social_low_5.m4v,2,1,2,1829.622,1832.622,0.323,2.536,0.228,0.634,1840.534,1860.526,0.044,0.056,0.048,0.518,2.103,1.252,3.254,1.118,0.63,0,0.59,0.053,0.604,179,0.575,0.548,0.114,34
social_low_4.m4v,2,1,1,1877.742,1880.742,0.092,1.218,0.099,1.318,1887.019,1907.762,0.253,0.488,0.636,0.189,1.853,0.951,0.818,0.401,0.567,0,0.609,0,0.593,179,0.551,0.548,0.114,35
spider_low_6.m4v,3,1,2,1921.273,1924.274,0.724,0.784,0.76,0.968,1929.766,1950.292,0.518,0.495,0.488,0.5,2.937,0.701,1.735,0.367,0.538,0,0.604,0,0.58,179,0.542,0.548,0.114,36
spider_high_5.m4v,3,2,2,10.061,13.087,0.781,4.138,0.453,3.02,24.027,44.503,0.642,0.714,0,0.061,3.838,1.752,1.018,1.619,NaN,NaN,NaN,NaN,NaN,180,0.707,0.907,0.031,1
spider_high_6.mov,3,2,1,62.236,65.236,0.68,2.52,0.428,2.987,76.485,96.108,0.676,0.833,0,0.154,2.637,1.352,0.868,1.268,NaN,NaN,NaN,NaN,0.816,180,NaN,0.907,0.031,2
spider_low_4.m4v,3,1,1,111.724,114.724,0.618,2.953,0.382,2.77,125.206,145.714,0.319,0.172,0,0.483,3.104,1.101,1.085,2.603,NaN,NaN,NaN,NaN,NaN,180,NaN,0.907,0.031,3
social_high_5.m4v,2,2,2,163.114,166.115,0.6,2.42,0.548,3.521,176.796,196.787,0.496,0.5,0,0.713,3.17,1.202,1.168,2.586,NaN,NaN,NaN,NaN,0.915,180,0.869,0.907,0.031,4
heights_low_6.m4v,1,1,2,214.421,217.423,0.623,2.77,0.572,2.203,231.141,249.164,0.15,0,0,1,3.604,1.552,1.135,2.052,0.967,NaN,NaN,NaN,NaN,180,0.953,0.907,0.031,5
heights_high_3.m4v,1,2,1,267.012,270.013,0.407,3.721,0.104,2.62,285.099,305.71,0.613,0.595,0,0.383,5.79,0.951,1.201,2.453,0.923,NaN,NaN,NaN,NaN,180,0.798,0.907,0.031,6
spider_low_5.mov,3,1,2,325.594,328.595,0.804,3.921,0.325,1.735,337.991,358.331,0.624,0.425,0,0.058,2.286,1.736,0.851,2.036,NaN,NaN,NaN,NaN,0.921,180,1.01,0.907,0.031,7
heights_high_6.mov,1,2,2,374.732,377.732,0.686,3.504,0.326,1.185,391.166,411.673,0.626,0.638,0,0.463,2.586,1.268,1.135,2.186,0.864,NaN,NaN,NaN,0.906,180,0.953,0.907,0.031,8
heights_low_3.mov,1,1,1,428.341,431.341,0.5,1.835,0.516,1.585,443.508,462.012,0,0,0,1,2.737,0.934,1.201,1.268,NaN,NaN,0.929,NaN,0.887,180,0.98,0.907,0.031,9
social_low_1.m4v,2,1,2,477.662,480.663,0.582,4.822,0.031,2.219,493.446,514.273,0,0,0,1,2.353,1.001,1.102,1.752,0.898,NaN,1.017,NaN,0.901,180,0.9,0.907,0.031,10
social_low_2.mov,2,1,1,529.97,532.97,0.18,2.169,0,0.801,539.664,561.008,0.139,0.152,0,0.825,2.653,1.385,1.101,4.255,0.877,NaN,0.88,NaN,0.912,180,0.885,0.907,0.031,11
social_high_4_replacement.mov,2,2,1,579.892,582.892,0.185,3.688,0.015,1.969,592.289,612.596,0.388,0.495,0,0.072,2.686,2.62,1.218,2.736,0.852,NaN,0.96,NaN,0.95,180,0.836,0.907,0.031,12
spider_low_3.m4v,3,1,2,704.714,707.714,0.415,3.538,0,1.652,716.644,737.3,0.399,0.39,0,0.639,3.404,1.385,1.118,1.619,0.897,NaN,0.96,NaN,0.945,180,0.808,0.907,0.031,13
spider_high_2.m4v,3,2,1,754.319,757.319,0.18,2.586,0.048,1.969,767.617,787.657,0.597,0.563,0,0.342,4.338,1.218,1.335,1.936,0.957,NaN,0.983,NaN,0.96,180,0.98,0.907,0.031,14
spider_low_2.mov,3,1,1,805.976,808.976,0.262,2.436,0.188,1.535,816.688,837.228,0,0,0,0.879,2.169,0.834,0.935,1.368,0.837,NaN,0.889,NaN,0.842,180,0.795,0.907,0.031,15
heights_high_2.mov,1,2,2,852.027,855.027,0.267,1.935,0.083,1.952,867.661,888.535,0.512,0.525,0,0.326,4.639,1.435,0.984,1.986,0.881,NaN,0.829,NaN,0.903,180,0.742,0.907,0.031,16
spider_high_4.m4v,3,2,2,907.071,910.071,0.207,2.603,0.116,1.118,918.534,939.01,0.932,0.874,0,0,2.787,1.418,0.951,1.135,0.745,NaN,0.939,NaN,0.892,180,0.773,0.907,0.031,17
social_low_3.m4v,2,1,2,954.807,957.808,0.358,3.438,0.563,1.669,966.654,986.812,0,0,0,1,2.42,0.751,0.935,1.101,0.742,NaN,0.925,NaN,0.874,180,0.814,0.907,0.031,18
heights_low_4.m4v,1,1,2,1001.509,1004.509,0.318,2.87,0.3,1.852,1017.977,1039.002,0,0,0,1,2.203,0.701,0.901,0.885,0.862,NaN,NaN,NaN,0.828,180,0.81,0.907,0.031,19
heights_high_1.m4v,1,2,1,1053.183,1056.183,0.308,3.921,0.037,1.552,1070.385,1090.794,0.431,0.408,0,0.638,2.636,1.001,1.469,1.736,0.815,NaN,0.813,NaN,0.857,180,0.716,0.907,0.031,20
heights_low_5.m4v,1,1,1,1107.126,1110.126,0.395,3.287,0.088,1.435,1123.594,1143.569,0,0,0,1,2.019,0.684,0.751,0.567,0.807,NaN,NaN,NaN,0.809,180,0.895,0.907,0.031,21
social_high_2.mov,2,2,2,1157.081,1160.082,0.147,2.536,0.058,1.719,1170.079,1191.036,0.67,0.657,0,0,2.503,1.786,0.935,1.919,0.75,NaN,0.926,NaN,0.934,180,0.771,0.907,0.031,22
social_high_1.mov,2,2,1,1207.671,1210.671,0.336,2.386,0.278,2.169,1218.966,1239.039,0.219,0.171,0,0.775,2.953,1.485,1.035,1.702,NaN,NaN,NaN,NaN,NaN,180,NaN,0.907,0.031,23
social_low_4.m4v,2,1,1,1255.707,1258.707,0.31,3.237,0.458,2.303,1268.989,1289.731,0,0,0,1,1.785,0.751,0.851,1.686,NaN,NaN,NaN,NaN,NaN,180,NaN,0.907,0.031,24
social_high_6.mov,2,2,2,1377.342,1380.342,0.162,2.119,0.087,1.335,1389.539,1410.079,0.594,0.288,0,0.257,4.822,0.734,1.168,2.686,0.764,NaN,0.807,NaN,0.936,180,0.823,0.907,0.031,25
heights_low_1.m4v,1,1,2,1428.982,1431.983,0.58,4.405,0.083,1.185,1446.318,1467.311,0,0,0,1,2.303,0.701,1.051,0.885,0.845,NaN,NaN,NaN,0.95,180,0.766,0.907,0.031,26
heights_high_5.mov,1,2,1,1481.741,1484.741,0.024,2.837,0.026,1.051,1497.375,1517.38,0.159,0.107,0,0.705,2.636,1.018,1.168,1.418,NaN,NaN,0.921,NaN,0.902,180,0.788,0.907,0.031,27
heights_low_2.m4v,1,1,1,1533.114,1536.115,0.296,2.286,0.227,0.701,1547.831,1567.856,0,0,0,1,3.171,0.634,0.718,1.469,0.893,NaN,0.883,NaN,0.923,180,0.85,0.907,0.031,28
social_low_5.m4v,2,1,2,1583.337,1586.337,0.294,3.237,0.137,1.268,1594.583,1614.573,0,0,0,0.643,3.321,0.668,0.868,1.652,0.88,NaN,0.93,NaN,0.845,180,0.84,0.907,0.031,29
social_high_3.mov,2,2,1,1630.572,1633.573,0.17,5.806,0.026,2.086,1646.206,1666.596,0.331,0.343,0,0.316,1.936,1.468,1.035,2.103,0.772,NaN,0.93,NaN,0.856,180,NaN,0.907,0.031,30
social_low_6.m4v,2,1,1,1682.63,1685.63,0.342,2.72,0.094,2.97,1695.06,1714.468,0.452,0.539,0.5,0,3.004,1.969,0.017,3.237,0.773,NaN,0.961,NaN,0.944,180,0.746,0.907,0.031,31
spider_high_1.mov,3,2,2,1732.185,1735.185,0.34,2.937,0.056,1.969,1743.831,1763.837,0.359,0.358,0,0.272,2.887,0.901,0.935,1.836,NaN,NaN,1.047,NaN,0.951,180,0.965,0.907,0.031,32
spider_high_3.mov,3,2,1,1779.888,1782.888,0.365,2.603,0.067,1.435,1791.667,1811.79,0.51,0.418,0,0.323,3.738,1.051,1.218,1.802,NaN,NaN,1.007,NaN,NaN,180,0.98,0.907,0.031,33
heights_high_4.m4v,1,2,2,1829.092,1832.092,0.225,4.322,0.094,1.285,1846.445,1866.737,0.611,0.562,0,0.334,2.97,1.301,1.152,1.952,0.924,NaN,NaN,NaN,0.961,180,0.952,0.907,0.031,34
spider_low_6.m4v,3,1,2,1883.602,1886.603,0.428,2.954,0.128,2.019,1895.315,1915.824,0.203,0.077,0,0.417,2.303,1.018,0.985,2.053,NaN,NaN,0.901,NaN,0.821,180,0.815,0.907,0.031,35
spider_low_1.m4v,3,1,1,1931.672,1934.673,0.374,3.337,0.094,1.268,1945.02,1965.262,0.369,0.255,0,0.332,5.907,1.051,1.102,1.635,0.86,NaN,0.97,NaN,0.906,180,0.956,0.907,0.031,36
social_high_4_replacement.mov,2,2,2,10.061,13.087,0.437,4.222,0.432,1.352,24.444,44.751,0.268,0.533,0.512,0.314,1.969,2.253,2.086,2.503,0.662,0,0.66,0,0.677,181,0.623,0.656,0.169,1
spider_high_3.mov,3,2,2,63.07,66.071,0.534,2.536,0.5,1.102,73.465,93.605,0.491,0.524,0.558,0.311,2.153,1.602,1.802,1.769,0.634,0,0.605,0.157,0.682,181,0.672,0.656,0.169,2
heights_low_1.m4v,1,1,2,110.439,113.44,0.543,3.688,0.491,1.786,127.658,148.65,0.387,0.561,0.5,0.383,1.886,1.719,1.952,1.669,0.666,0,0.665,0.15,0.68,181,0.617,0.656,0.169,3
heights_high_6.mov,1,2,1,165.366,168.367,0.518,2.586,0.481,0.935,180.634,201.141,0.665,0.613,0.583,0.205,2.019,1.569,1.819,1.084,0.662,0,0.672,0.205,0.686,181,0.672,0.656,0.169,4
heights_low_6.m4v,1,1,1,217.14,220.142,0.629,1.635,0.543,1.168,231.69,249.713,0.109,0.512,0.36,0.648,1.468,1.502,1.435,1.468,0.691,0,0.684,0.235,0.682,181,0.645,0.656,0.169,5
spider_high_4.m4v,3,2,2,265.094,268.094,0.515,1.535,0.5,0.701,275.071,295.565,0.565,0.576,0.604,0.223,1.869,1.018,2.219,1.886,0.651,0,0.623,0.154,0.684,181,0.655,0.656,0.169,6
spider_low_2.mov,3,1,1,312.045,315.046,0.525,1.202,0.607,1.034,321.022,341.578,0.543,0.66,0.69,0.162,1.969,1.051,1.735,1.101,0.643,0,0.673,0.205,0.678,181,0.654,0.656,0.169,7
spider_low_1.m4v,3,1,1,356.928,359.928,0.536,1.218,0.654,0.734,367.607,387.849,0.596,0.84,0.797,0.078,1.836,0.701,1.852,1.852,0.64,0,0.706,0.104,0.686,181,0.616,0.656,0.169,8
heights_high_4.m4v,1,2,2,403.58,406.58,0.551,1.218,0.566,0.918,417.462,437.754,0.546,0.633,0.699,0.142,1.652,0.851,1.669,0.834,0.602,0,0.676,0.104,0.671,181,0.612,0.656,0.169,9
social_low_3.m4v,2,1,2,452.267,455.268,0.5,2.503,0.556,0.851,462.362,482.52,0.033,0.5,0.122,0.603,4.171,1.752,2.186,3.004,0.572,0,0.638,0.052,0.694,181,0.602,0.656,0.169,10
social_low_4.m4v,2,1,1,503.124,506.124,0.5,0.567,0.552,0.968,511.399,532.142,0.636,0.884,0.646,0.124,2.169,1.085,1.352,1.168,0.643,0,0.631,0.152,0.665,181,0.655,0.656,0.169,11
social_high_6.mov,2,2,1,547.406,550.406,0.5,2.553,0.546,1.051,558.752,579.309,0.714,0.852,0.87,0,1.001,1.001,2.486,1.552,0.625,0,0.66,0.153,0.668,181,0.616,0.656,0.169,12
heights_high_5.mov,1,2,2,667.472,670.473,0.497,1.802,0.544,1.068,682.088,702.095,0.571,0.535,0.498,0.194,1.802,0.968,2.536,0.918,0.654,0,0.669,0.21,0.658,181,0.657,0.656,0.169,13
heights_high_2.mov,1,2,1,717.811,720.812,0.5,1.802,0.5,0.484,731.843,752.717,0.801,0.781,0.812,0.003,1.101,1.001,1.051,1.068,0.59,0,0.708,0.151,0.691,181,0.608,0.656,0.169,14
heights_low_4.m4v,1,1,1,766.432,769.432,0.552,1.152,0.544,0.884,780.213,801.241,0.33,0.522,0.304,0.621,1.135,0.801,1.952,1.702,0.669,0,0.67,0.05,0.69,181,0.67,0.656,0.169,15
social_high_5.m4v,2,2,2,816.337,819.338,0.612,0.918,0.514,0.801,824.796,844.804,0.57,0.677,0.578,0.097,1.635,0.834,1.302,0.901,0.592,0,0.691,0,0.677,181,0.604,0.656,0.169,16
spider_high_1.mov,3,2,2,858.968,861.968,0.52,0.868,0.557,0.701,868.278,888.267,0.5,0.5,0.5,0.351,1.736,0.551,1.736,0.934,0.623,0,0.638,0.053,0.71,181,0.591,0.656,0.169,17
spider_high_2.m4v,3,2,1,902.716,905.716,0.552,1.052,0.578,0.651,911.159,931.201,0.593,0.707,0.597,0.082,1.302,0.768,1.252,0.768,0.684,0,0.665,0,0.658,181,0.687,0.656,0.169,18
heights_low_2.m4v,1,1,2,944.779,947.779,0.5,1.085,0.5,0.718,958.327,978.353,0.5,0.613,0.497,0.191,1.352,1.052,1.736,0.901,0.663,0,0.685,0,0.683,181,0.648,0.656,0.169,19
social_high_2.mov,2,2,2,992.882,995.883,0.54,1.836,0.505,1.035,1003.494,1024.468,0.984,1,0.937,0.016,1.385,1.385,1.669,0.684,0.62,0,0.71,0.1,0.705,181,0.645,0.656,0.169,20
social_low_1.m4v,2,1,1,1039.084,1042.084,0.595,0.818,0.601,0.634,1047.276,1068.103,0.709,0.918,0.68,0.011,1.552,1.251,1.769,0.818,0.665,0,0.654,0.101,0.684,181,0.669,0.656,0.169,21
social_low_2.mov,2,1,1,1082.982,1085.982,0.607,1.135,0.593,0.551,1093.394,1114.72,1,1,0.842,0,2.436,0.918,1.635,0.868,0.564,0,0.686,0,0.681,181,0.612,0.656,0.169,22
spider_low_4.m4v,3,1,2,1130.068,1133.068,0.537,1.652,0.529,0.851,1139.294,1159.801,0.523,0.622,0.554,0.13,0.968,0.618,1.652,0.901,0.67,0,0.645,0.051,0.693,181,0.677,0.656,0.169,23
spider_low_5.mov,3,1,1,1173.432,1176.432,0.529,1.168,0.573,0.951,1184.294,1204.634,0.666,0.714,0.981,0.005,1.051,0.701,1.302,1.185,0.684,0,0.661,0.052,0.652,181,0.695,0.656,0.169,24
spider_high_6.mov,3,2,2,1293.632,1296.632,0.568,0.935,0.636,0.584,1301.891,1321.513,0.513,0.618,0.567,0.289,1.268,0.634,1.652,0.567,0.699,0,0.701,0.054,0.705,181,0.69,0.656,0.169,25
spider_high_5.m4v,3,2,1,1335.128,1338.128,0.529,2.82,0.546,1.285,1346.974,1367.467,0.515,0.537,0.5,0.295,3.371,0.551,1.085,1.535,0.666,0,0.769,0.051,0.693,181,0.676,0.656,0.169,26
heights_low_3.mov,1,1,2,1383.498,1386.498,0.519,1.318,0.522,0.734,1397.28,1415.785,0.128,0.529,0.326,0.63,2.069,1.385,1.786,1.502,0.578,0,0.662,0.171,0.699,181,0.609,0.656,0.169,27
social_low_5.m4v,2,1,2,1432.019,1435.019,0.59,1.085,0.622,0.734,1440.578,1460.57,0.777,0.932,0.797,0.018,1.669,1.402,1.452,1.068,0.574,0,0.682,0.105,0.671,181,0.605,0.656,0.169,28
social_high_3.mov,2,2,1,1475.65,1478.65,0.622,1.619,0.548,0.584,1485.594,1505.968,1,1,1,0.004,0.784,0.901,0.985,1.085,0.56,0,0.662,0.103,0.666,181,0.605,0.656,0.169,29
social_low_6.m4v,2,1,1,1519.215,1522.215,0.586,2.386,0.538,0.567,1528.909,1548.349,0.05,0.354,0.587,0.691,1.102,2.203,2.019,1.502,0.549,0,0.644,0,0.666,181,0.609,0.656,0.169,30
spider_low_3.m4v,3,1,2,1564.665,1567.666,0.5,1.552,0.5,0.467,1573.425,1594.084,0.474,0.472,0.414,0.51,1.502,0.851,1.168,1.502,0.646,0,0.636,0.153,0.605,181,0.648,0.656,0.169,31
spider_low_6.m4v,3,1,1,1608.597,1611.598,0.5,1.152,0.5,0.367,1618.859,1639.384,0.524,0.64,0.649,0.259,1.986,1.302,1.752,1.135,0.649,0,0.657,0.154,0.678,181,0.627,0.656,0.169,32
social_high_1.mov,2,2,2,1655.049,1658.049,0.603,1.152,0.528,1.068,1666.011,1686.067,0.629,0.674,0.678,0.14,1.318,1.335,1.452,0.601,0.702,0,0.699,0,0.699,181,0.679,0.656,0.169,33
heights_high_1.m4v,1,2,2,1700.265,1703.266,0.5,0.501,0.5,0.234,1712.746,1733.155,0.684,0.785,0.794,0,1.402,1.018,2.002,0.667,0.61,0,0.742,0.206,0.711,181,0.664,0.656,0.169,34
heights_high_3.m4v,1,2,1,1747.735,1750.735,0.5,1.919,0.5,0.134,1761.533,1782.126,0.825,0.821,0.777,0,1.302,0.935,1.235,0.501,0.687,0,0.715,0.153,0.711,181,0.686,0.656,0.169,35
heights_low_5.m4v,1,1,1,1795.588,1798.588,0.5,1.035,0.5,0.184,1808.552,1828.544,0.189,0.43,0.297,0.75,1.418,1.836,1.535,1.285,0.657,0,0.681,0.105,0.714,181,0.638,0.656,0.169,36
spider_high_3.mov,3,2,2,10.078,13.104,0.707,4.505,0.733,2.553,25.946,46.069,0.839,0.855,0.566,0.077,3.488,1.802,3.555,1.268,0.658,0,0.699,0.157,0.554,182,0.643,0.705,0.21,1
spider_high_5.m4v,3,2,1,65.689,68.69,0.93,3.037,0.856,4.305,80.757,101.249,0.195,0.646,0.464,0.248,2.119,2.269,2.019,1.502,0.527,0,0.603,0.154,0.688,182,0.709,0.705,0.21,2
social_high_4_replacement.mov,2,2,2,118.665,121.665,0.099,1.852,0.552,2.369,129.644,149.95,0.038,0.025,0.03,0.49,2.52,3.02,1.952,2.303,0.648,0,0.694,0.155,0.647,182,0.701,0.705,0.21,3
spider_low_1.m4v,3,1,2,169.237,172.238,0.837,2.002,0.77,1.702,179.699,199.907,0.039,0.08,0.109,0.248,4.472,1.569,3.988,2.403,0.537,0,0.63,0.208,0.737,182,0.587,0.705,0.21,4
spider_low_3.m4v,3,1,1,221.846,224.848,0.826,3.788,0.791,1.569,233.96,254.636,0.082,0.075,0.353,0.308,2.47,1.785,2.203,2.519,0.59,0,0.642,0.152,0.677,182,0.638,0.705,0.21,5
heights_low_2.m4v,1,1,2,273.119,276.12,0.049,2.32,0.134,2.119,289.304,309.331,0,0,0.5,0.842,1.919,1.519,1.301,3.304,0.649,0,0.715,0.263,0.672,182,0.695,0.705,0.21,6
social_high_6.mov,2,2,2,326.879,329.879,0.176,3.07,0.097,1.852,339.543,360.099,0.079,0.08,0.584,0.656,2.036,1.435,1.685,2.053,0.725,0,0.721,0.153,0.686,182,0.555,0.705,0.21,7
social_low_2.mov,2,1,1,376.8,379.801,0.123,3.287,0.094,1.852,390.682,412.026,0.008,0,0.268,0.585,3.187,1.185,2.62,3.237,0.635,0,0.633,0.147,0.68,182,0.6,0.705,0.21,8
social_low_3.m4v,2,1,1,431.745,434.745,0.002,1.702,0.012,2.57,442.757,462.899,0,0,0.259,0.384,2.302,1.068,2.169,78.437,0.581,0,0.685,0.157,NaN,182,0.613,0.705,0.21,9
