,epoch,train_loss,valid_loss,time
0,0,0.1095825061202049,0.1146691516041755,00:00
1,1,0.0923510640859603,0.0985116735100746,00:00
2,2,0.0661791786551475,0.0707615688443183,00:01
3,3,0.0493614599108696,0.0511077158153057,00:00
4,4,0.0363579504191875,0.0431230179965496,00:00
5,5,0.0352270863950252,0.0400099195539951,00:00
6,6,0.0358278267085552,0.0388042479753494,00:00
7,7,0.03464937210083,0.0384300276637077,00:01
8,8,0.032296635210514,0.0376857705414295,00:01
9,9,0.0303292758762836,0.0374464057385921,00:00
10,10,0.0306854490190744,0.0371847338974475,00:00
11,11,0.0299078896641731,0.0372092723846435,00:00
12,12,0.0311711002141237,0.037098404020071,00:00
13,13,0.029033675789833,0.0370629802346229,00:00
14,14,0.0312846638262271,0.0370091684162616,00:00
15,15,0.0285546779632568,0.0369368679821491,00:01
16,16,0.0291160363703966,0.0369107872247695,00:01
17,17,0.0303933713585138,0.0368983820080757,00:01
18,18,0.0307846553623676,0.0368924103677272,00:00
19,19,0.0300385169684886,0.0368893072009086,00:00
