,epoch,train_loss,valid_loss,time
0,0,0.0098119219765067,0.0093313176184892,00:00
1,1,0.0084572788327932,0.0075853448361158,00:00
2,2,0.0051896492950618,0.0048451744951307,00:00
3,3,0.0036028730683028,0.0038264391478151,00:00
4,4,0.0033148985821753,0.0037044340278953,00:00
5,5,0.0029870353173464,0.0036412503104656,00:00
6,6,0.00284856534563,0.0035625351592898,00:00
7,7,0.0032699385192245,0.0035287304781377,00:00
8,8,0.00292559992522,0.0035664846654981,00:00
9,9,0.002882219152525,0.0035773117560893,00:00
10,10,0.0028466694056987,0.0035484828986227,00:01
11,11,0.0027414381038397,0.0035730691161006,00:00
12,12,0.002718528965488,0.0035732656251639,00:00
13,13,0.0027502395678311,0.0035798950120806,00:00
14,14,0.0026415451429784,0.0035830156411975,00:00
15,15,0.0026820581406354,0.003579931333661,00:00
16,16,0.0025589535944163,0.0035811082925647,00:00
17,17,0.0024569046217948,0.0035820568446069,00:00
18,18,0.0025614146143198,0.0035819225013256,00:00
19,19,0.002472183201462,0.0035820347256958,00:00
