,epoch,train_loss,valid_loss,time
0,0,0.0230341516435146,0.027027815580368,00:00
1,1,0.0198780056089162,0.0198871959000825,00:00
2,2,0.0077800527215003,0.0077284071594476,00:00
3,3,0.0036415320355445,0.0043680840171873,00:00
4,4,0.0032212566584348,0.0039025442674756,00:00
5,5,0.0037647509016096,0.0036493178922683,00:00
6,6,0.0035070979502052,0.0037566942628473,00:00
7,7,0.0034364252351224,0.0036487898323684,00:00
8,8,0.0032519632950425,0.0036033685319125,00:00
9,9,0.0034874426200985,0.0035204913001507,00:00
10,10,0.0029747104272246,0.003592163324356,00:00
11,11,0.0031414208933711,0.0035702022723853,00:00
12,12,0.0033175637945532,0.0035731284879148,00:00
13,13,0.0031849087681621,0.0035521029494702,00:00
14,14,0.0032692442182451,0.0035276508424431,00:00
15,15,0.0028182086534798,0.0035261295270174,00:00
16,16,0.0029663492459803,0.0035322296898812,00:00
17,17,0.0030652466230094,0.0035465711262077,00:00
18,18,0.0030811694450676,0.0035446225665509,00:00
19,19,0.0028116309549659,0.0035445173271,00:00
