,epoch,train_loss,valid_loss,time
0,0,1.721487045288086,2.081653356552124,00:00
1,1,1.8144347667694087,2.0556869506835938,00:00
2,2,1.808074712753296,1.859084725379944,00:00
3,3,1.230313420295715,1.480950117111206,00:00
4,4,0.9536312222480774,1.1439359188079834,00:00
5,5,0.8445192575454712,0.9456015825271606,00:00
6,6,0.7327484488487244,0.8164706826210022,00:00
7,7,0.6432775855064392,0.7320600748062134,00:00
8,8,0.7271183133125305,0.6609925031661987,00:01
9,9,0.6371331214904785,0.6075925230979919,00:00
10,10,0.5543087720870972,0.5569816827774048,00:00
11,11,0.5958486795425415,0.5079485177993774,00:00
12,12,0.4719974100589752,0.4674754738807678,00:01
13,13,0.4063478410243988,0.4367404282093048,00:00
14,14,0.2866998314857483,0.4103048741817474,00:00
15,15,0.2877880930900574,0.3949605822563171,00:00
16,16,0.4133130013942718,0.384909838438034,00:00
17,17,0.3180408179759979,0.3797459304332733,00:00
18,18,0.2674684822559356,0.377854436635971,00:00
19,19,0.2543461918830871,0.3775271773338318,00:00
