,epoch,train_loss,valid_loss,time
0,0,0.1070246174931526,0.1142999529838562,00:01
1,1,0.0949277132749557,0.0958277434110641,00:01
2,2,0.0653047710657119,0.0637093111872673,00:01
3,3,0.0435966812074184,0.046164259314537,00:00
4,4,0.033892173320055,0.0396006368100643,00:00
5,5,0.0338707081973552,0.0383024290204048,00:00
6,6,0.0341081470251083,0.0376497395336627,00:00
7,7,0.0332368314266204,0.0371987111866474,00:00
8,8,0.0340047739446163,0.0365035198628902,00:01
9,9,0.0328459627926349,0.035595241934061,00:01
10,10,0.026624072343111,0.0351761132478714,00:00
11,11,0.0283392090350389,0.0343752391636371,00:00
12,12,0.0285849329084157,0.0338469706475734,00:01
13,13,0.0256696343421936,0.0333367101848125,00:00
14,14,0.0245704837143421,0.0330897383391857,00:00
15,15,0.0247905347496271,0.032983973622322,00:00
16,16,0.0258112978190183,0.0328554660081863,00:00
17,17,0.0233989600092172,0.0328123867511749,00:00
18,18,0.0233378540724515,0.0327886752784252,00:00
19,19,0.0241358019411563,0.0327865667641162,00:00
