,epoch,train_loss,valid_loss,time
0,0,1.8754316568374636,2.084097385406494,00:01
1,1,1.924163579940796,2.0341036319732666,00:01
2,2,1.5817625522613523,1.7089674472808838,00:00
3,3,1.3689439296722412,1.218051195144653,00:00
4,4,0.8125907182693481,0.815409243106842,00:00
5,5,0.4906647801399231,0.5392319560050964,00:00
6,6,0.3375628590583801,0.3636939823627472,00:00
7,7,0.3483687341213226,0.2581720352172851,00:00
8,8,0.1612870991230011,0.1882557570934295,00:00
9,9,0.0974484831094741,0.1442624777555465,00:00
10,10,0.0706321224570274,0.1165709719061851,00:00
11,11,0.043984767049551,0.0972844287753105,00:00
12,12,0.0468689277768135,0.0813658535480499,00:00
13,13,0.082300491631031,0.071975864470005,00:01
14,14,0.0738817900419235,0.0653885677456855,00:01
15,15,0.0511478222906589,0.0624293088912963,00:01
16,16,0.0345556326210498,0.060377050191164,00:01
17,17,0.0353050380945205,0.0589133389294147,00:00
18,18,0.0339399687945842,0.0584950186312198,00:00
19,19,0.0399537906050682,0.0584826581180095,00:00
