,epoch,train_loss,valid_loss,time
0,0,0.0252474397420883,0.0269847214221954,00:00
1,1,0.0189455859363079,0.0203106384724378,00:00
2,2,0.0089345714077353,0.0087781250476837,00:00
3,3,0.0041346293874084,0.004665567073971,00:00
4,4,0.0034293136559426,0.0037906477227807,00:00
5,5,0.003455378813669,0.0037183335516601,00:00
6,6,0.00348433223553,0.0036416347138583,00:00
7,7,0.0033129057846963,0.0037454541306942,00:00
8,8,0.0032205453608185,0.0035449806600809,00:00
9,9,0.0029800178017467,0.0036545621696859,00:00
10,10,0.0032847577240318,0.0036141059827059,00:00
11,11,0.0034112986177206,0.0035698153078556,00:00
12,12,0.00280501996167,0.0035891651641577,00:00
13,13,0.0032200224231928,0.003564054146409,00:00
14,14,0.0030077730771154,0.0035467408597469,00:00
15,15,0.0030022005084902,0.0035550077445805,00:00
16,16,0.0028475301805883,0.0035444595851004,00:00
17,17,0.0030813254415988,0.0035484989639371,00:00
18,18,0.002947601256892,0.0035490861628204,00:00
19,19,0.0026882509700953,0.003549825400114,00:00
