,epoch,train_loss,valid_loss,time
0,0,0.0097302310168743,0.00933787971735,00:00
1,1,0.0078362235799431,0.007675006520003,00:00
2,2,0.0056199878454208,0.0054928339086472,00:00
3,3,0.0038635120727121,0.0041787554509937,00:00
4,4,0.0033625883515924,0.0037828574422746,00:00
5,5,0.0034606489352881,0.0036693918518722,00:00
6,6,0.003103973576799,0.0036347936838865,00:00
7,7,0.0031835604459047,0.0036289831623435,00:00
8,8,0.0030065579339861,0.0036173616535961,00:00
9,9,0.0031416767742484,0.0036095406394451,00:01
10,10,0.0028590150177478,0.003609069623053,00:01
11,11,0.0031822258606553,0.003611005609855,00:01
12,12,0.002916908590123,0.0035975365899503,00:01
13,13,0.0027892007492482,0.0036036265082657,00:00
14,14,0.0028003819752484,0.0036009659525007,00:00
15,15,0.0029701651073992,0.0035989175084978,00:00
16,16,0.0032449052669107,0.0036041804123669,00:00
17,17,0.0029098866507411,0.0036021342966705,00:00
18,18,0.0028516314923763,0.0036012625787407,00:00
19,19,0.0031335284002125,0.0036011699121445,00:00
