,epoch,train_loss,valid_loss,time
0,0,0.0248523149639368,0.026993615552783,00:00
1,1,0.0205071475356817,0.0211088880896568,00:00
2,2,0.0118771558627486,0.0120449569076299,00:00
3,3,0.0055094342678785,0.0061341575346887,00:00
4,4,0.0040581347420811,0.0043468629010021,00:00
5,5,0.0034544919617474,0.0039779818616807,00:00
6,6,0.0030713262967765,0.0037478897720575,00:00
7,7,0.0035341833718121,0.0037182883825153,00:00
8,8,0.0032966134604066,0.0037115651648491,00:00
9,9,0.0030986568890511,0.0036782787647098,00:00
10,10,0.0030815871432423,0.0036410577595233,00:00
11,11,0.0034022459294646,0.003654311876744,00:00
12,12,0.0031308454927057,0.0036472312640398,00:00
13,13,0.003064765362069,0.0036362223327159,00:00
14,14,0.0033116328995674,0.0036210643593221,00:00
15,15,0.0030635821167379,0.0036152838729321,00:00
16,16,0.0027421733830124,0.0036202643532305,00:00
17,17,0.0028104258235543,0.0036149758379906,00:00
18,18,0.0031730353366583,0.0036146517377346,00:00
19,19,0.0029097953811287,0.0036151877138763,00:00
