,epoch,train_loss,valid_loss,time
0,0,0.0094083864241838,0.0093342196196317,00:00
1,1,0.007713995873928,0.0076653845608234,00:00
2,2,0.0051713730208575,0.005234008654952,00:00
3,3,0.0037017525173723,0.0039841309189796,00:00
4,4,0.0032140670809894,0.003726792987436,00:00
5,5,0.0032557053491473,0.0036545344628393,00:00
6,6,0.0032766757067292,0.0036268404219299,00:00
7,7,0.0029898500069975,0.0036257933825254,00:00
8,8,0.0029780725017189,0.0036185507196933,00:00
9,9,0.0030920056160539,0.0036158659495413,00:00
10,10,0.0031445836648344,0.0036087199114263,00:00
11,11,0.0029663834720849,0.0035990658216178,00:00
12,12,0.0029755812138319,0.0035933419130742,00:00
13,13,0.003016524715349,0.0036020574625581,00:00
14,14,0.0029293238185346,0.0035956129431724,00:00
15,15,0.0029018314089626,0.0035986653529107,00:00
16,16,0.0027388182934373,0.0035972183104604,00:00
17,17,0.0027716793119907,0.0035970641765743,00:00
18,18,0.0028111005667597,0.0035972814075648,00:00
19,19,0.0027073896490037,0.0035971063189208,00:00
