,epoch,train_loss,valid_loss,time
0,0,2.1179776191711426,2.08533239364624,00:00
1,1,2.00838565826416,2.06142520904541,00:00
2,2,1.7534911632537842,1.869391918182373,00:00
3,3,1.3169658184051514,1.4502559900283811,00:00
4,4,0.9932754039764404,1.0482581853866575,00:00
5,5,0.7147934436798096,0.7497075796127319,00:00
6,6,0.4681683778762817,0.5498684644699097,00:00
7,7,0.406838983297348,0.4074137806892395,00:00
8,8,0.228273794054985,0.3299395740032196,00:00
9,9,0.209464892745018,0.2596274018287658,00:00
10,10,0.1507330983877182,0.2202184051275253,00:00
11,11,0.1296584755182266,0.1894106864929199,00:00
12,12,0.1726171374320984,0.1662555485963821,00:00
13,13,0.1434405148029327,0.1507933437824249,00:00
14,14,0.1214576587080955,0.1444921493530273,00:00
15,15,0.0932974070310592,0.1382409483194351,00:00
16,16,0.121578648686409,0.1345371007919311,00:00
17,17,0.0868050456047058,0.1325467228889465,00:00
18,18,0.0629803240299224,0.1319464594125747,00:00
19,19,0.0809366926550865,0.1318383365869522,00:00
