,epoch,train_loss,valid_loss,time
0,0,0.0095313098281621,0.0093169594183564,00:00
1,1,0.0081478478386998,0.0076051363721489,00:00
2,2,0.0048151388764381,0.0049003269523382,00:00
3,3,0.0037354975938796,0.003828581655398,00:00
4,4,0.0030274922028183,0.0036625869106501,00:00
5,5,0.0033614640124142,0.0036727488040924,00:00
6,6,0.0029553261119872,0.0036320674698799,00:00
7,7,0.0031242347322404,0.0036174834240227,00:00
8,8,0.0030940675642341,0.0036317582707852,00:00
9,9,0.0028761154972016,0.0036014257930219,00:01
10,10,0.0029581673443317,0.0035948657896369,00:00
11,11,0.0029882700182497,0.0035993906203657,00:00
12,12,0.0027315758634358,0.0035832847934216,00:00
13,13,0.002680150559172,0.0035893940366804,00:00
14,14,0.0026012668386101,0.0035915363114327,00:00
15,15,0.0026441202498972,0.0035937910433858,00:00
16,16,0.002613770077005,0.0035898962523788,00:01
17,17,0.0027492309454828,0.0035910399165004,00:00
18,18,0.0024781785905361,0.0035912974271923,00:00
19,19,0.0024997491855174,0.0035915623884648,00:00
