,epoch,train_loss,valid_loss,time
0,0,0.1042110696434974,0.1146051734685897,00:00
1,1,0.0938240811228752,0.0973114296793937,00:00
2,2,0.0654406324028968,0.0678275600075721,00:00
3,3,0.0438188761472702,0.0489178635179996,00:00
4,4,0.0375167950987815,0.041700080037117,00:00
5,5,0.0341011695563793,0.0391874946653842,00:01
6,6,0.035460352897644,0.0380728431046009,00:01
7,7,0.030596038326621,0.0376519188284873,00:00
8,8,0.0344736278057098,0.0374963879585266,00:00
9,9,0.0313658416271209,0.0371127761900424,00:00
10,10,0.0328171700239181,0.0368109308183193,00:00
11,11,0.0327946729958057,0.0366453565657138,00:00
12,12,0.0281993132084608,0.0365116000175476,00:00
13,13,0.0312796756625175,0.0363813899457454,00:00
14,14,0.0302741695195436,0.0364288538694381,00:00
15,15,0.0265461634844541,0.0363141521811485,00:00
16,16,0.0270917359739542,0.0362638346850872,00:00
17,17,0.028883634135127,0.036233901977539,00:00
18,18,0.0294873788952827,0.0362374000251293,00:00
19,19,0.0289471931755542,0.0362335704267025,00:00
