,epoch,train_loss,valid_loss,time
0,0,0.1077452003955841,0.1143909096717834,00:01
1,1,0.0981207638978958,0.0987350195646286,00:01
2,2,0.0692485943436622,0.0749738737940788,00:00
3,3,0.0525407157838344,0.0577453635632991,00:01
4,4,0.0451001524925231,0.0495606549084186,00:00
5,5,0.0403822362422943,0.0458464920520782,00:00
6,6,0.0398531481623649,0.0439008176326751,00:01
7,7,0.0392361059784889,0.0434111803770065,00:00
8,8,0.0385104790329933,0.0429607629776001,00:00
9,9,0.0391315184533596,0.0427399948239326,00:00
10,10,0.0366415977478027,0.042561799287796,00:01
11,11,0.0371426679193973,0.0423618331551551,00:00
12,12,0.0378326438367366,0.0422984361648559,00:00
13,13,0.0367973260581493,0.0422198511660099,00:00
14,14,0.035765029489994,0.0422031246125698,00:00
15,15,0.034871008247137,0.042219404131174,00:00
16,16,0.0339245237410068,0.0421750210225582,00:00
17,17,0.0345895253121852,0.0421573929488658,00:00
18,18,0.0324291698634624,0.0421538800001144,00:00
19,19,0.0350339636206626,0.0421532168984413,00:00
